trip_id,driver_id,pickup_time,pickup_zone,drop_zone,distance_km,surge_multiplier,fare,drop_time
8137,575,2026-03-26 18:00:00,Koramangala,Jayanagar,22.86,1.2,471.0,2026-03-26 19:08:00
8138,464,2026-03-26 18:15:00,Jayanagar,MG Road,3.72,1.2,127.0,2026-03-26 18:26:00
8139,304,2026-03-26 18:30:00,Jayanagar,Jayanagar,3.14,1.0,97.0,2026-03-26 18:39:00
8140,312,2026-03-26 18:45:00,MG Road,Whitefield,4.93,1.0,124.0,2026-03-26 18:59:00
8141,209,2026-03-26 19:00:00,Jayanagar,Koramangala,4.68,1.5,180.0,2026-03-26 19:14:00
8142,376,2026-03-26 19:15:00,Indiranagar,Jayanagar,4.02,1.0,110.0,2026-03-26 19:27:00
8143,173,2026-03-26 19:30:00,Whitefield,MG Road,17.21,1.0,308.0,2026-03-26 20:21:00
8144,267,2026-03-26 19:45:00,Koramangala,Jayanagar,15.82,1.2,345.0,2026-03-26 20:32:00
8145,360,2026-03-26 20:00:00,MG Road,Indiranagar,16.89,1.5,455.0,2026-03-26 20:50:00
8146,343,2026-03-26 20:15:00,Jayanagar,Jayanagar,17.83,1.5,476.0,2026-03-26 21:08:00
8147,375,2026-03-26 20:30:00,Whitefield,Whitefield,19.41,1.0,341.0,2026-03-26 21:28:00
8148,202,2026-03-26 20:45:00,Indiranagar,Jayanagar,6.77,1.0,152.0,2026-03-26 21:05:00
8149,575,2026-03-26 21:00:00,Jayanagar,MG Road,16.31,1.5,442.0,2026-03-26 21:48:00
8150,273,2026-03-26 21:15:00,Jayanagar,Jayanagar,15.34,1.0,280.0,2026-03-26 22:01:00
8151,271,2026-03-26 21:30:00,Koramangala,Jayanagar,23.7,1.0,406.0,2026-03-26 22:41:00
8152,241,2026-03-26 21:45:00,Indiranagar,MG Road,7.34,1.0,160.0,2026-03-26 22:07:00
8153,497,2026-03-26 22:00:00,Indiranagar,Jayanagar,3.35,1.0,100.0,2026-03-26 22:10:00
8154,288,2026-03-26 22:15:00,MG Road,MG Road,17.03,1.0,305.0,2026-03-26 23:06:00
8155,541,2026-03-26 22:30:00,Koramangala,Whitefield,19.02,1.0,335.0,2026-03-26 23:27:00
8156,186,2026-03-26 22:45:00,MG Road,MG Road,8.51,1.0,178.0,2026-03-26 23:10:00
8157,576,2026-03-26 23:00:00,Koramangala,Whitefield,15.13,2.0,554.0,2026-03-26 23:45:00
8158,152,2026-03-26 23:15:00,Indiranagar,Whitefield,3.37,1.0,101.0,2026-03-26 23:25:00
8159,211,2026-03-26 23:30:00,Koramangala,MG Road,24.08,1.0,411.0,2026-03-27 00:42:00
8160,537,2026-03-26 23:45:00,Koramangala,Jayanagar,4.53,1.0,118.0,2026-03-26 23:58:00
8161,465,2026-03-27 00:00:00,Koramangala,Indiranagar,3.55,1.0,103.0,2026-03-27 00:10:00
8162,442,2026-03-27 00:15:00,Whitefield,MG Road,3.01,1.5,143.0,2026-03-27 00:24:00
8163,143,2026-03-27 00:30:00,Whitefield,Jayanagar,11.83,1.2,273.0,2026-03-27 01:05:00
8164,311,2026-03-27 00:45:00,Indiranagar,Whitefield,4.23,1.5,170.0,2026-03-27 00:57:00
8165,556,2026-03-27 01:00:00,Koramangala,Koramangala,19.13,1.5,505.0,2026-03-27 01:57:00
8166,300,2026-03-27 01:15:00,Indiranagar,Indiranagar,22.67,1.5,585.0,2026-03-27 02:23:00
8167,398,2026-03-27 01:30:00,Whitefield,Jayanagar,7.99,1.0,170.0,2026-03-27 01:53:00
8168,446,2026-03-27 01:45:00,Koramangala,Indiranagar,16.46,1.0,297.0,2026-03-27 02:34:00
8169,340,2026-03-27 02:00:00,MG Road,Koramangala,2.97,1.0,95.0,2026-03-27 02:08:00
8170,215,2026-03-27 02:15:00,Whitefield,Koramangala,10.89,1.0,213.0,2026-03-27 02:47:00
8171,126,2026-03-27 02:30:00,Whitefield,Koramangala,8.74,1.2,217.0,2026-03-27 02:56:00
8172,507,2026-03-27 02:45:00,Whitefield,MG Road,7.26,1.0,159.0,2026-03-27 03:06:00
8173,399,2026-03-27 03:00:00,Koramangala,Indiranagar,16.83,1.2,363.0,2026-03-27 03:50:00
8174,177,2026-03-27 03:15:00,Jayanagar,MG Road,5.0,1.0,125.0,2026-03-27 03:30:00
8175,512,2026-03-27 03:30:00,MG Road,Koramangala,21.8,1.0,377.0,2026-03-27 04:35:00
8176,237,2026-03-27 03:45:00,MG Road,Jayanagar,17.29,1.0,309.0,2026-03-27 04:36:00
8177,120,2026-03-27 04:00:00,Indiranagar,Koramangala,18.35,1.5,488.0,2026-03-27 04:55:00
8178,540,2026-03-27 04:15:00,Koramangala,MG Road,23.51,1.2,483.0,2026-03-27 05:25:00
8179,311,2026-03-27 04:30:00,Whitefield,Koramangala,23.67,2.0,810.0,2026-03-27 05:41:00
8180,340,2026-03-27 04:45:00,Jayanagar,Koramangala,14.69,1.5,406.0,2026-03-27 05:29:00
8181,139,2026-03-27 05:00:00,Koramangala,MG Road,13.39,1.0,251.0,2026-03-27 05:40:00
8182,535,2026-03-27 05:15:00,Koramangala,MG Road,9.71,1.0,196.0,2026-03-27 05:44:00
8183,368,2026-03-27 05:30:00,Jayanagar,Jayanagar,18.46,1.2,392.0,2026-03-27 06:25:00
8184,307,2026-03-27 05:45:00,Whitefield,MG Road,14.38,1.2,319.0,2026-03-27 06:28:00
8185,579,2026-03-27 06:00:00,Koramangala,Jayanagar,23.46,1.0,402.0,2026-03-27 07:10:00
8186,539,2026-03-27 06:15:00,MG Road,Whitefield,7.49,1.0,162.0,2026-03-27 06:37:00
8187,562,2026-03-27 06:30:00,MG Road,Whitefield,9.14,1.0,187.0,2026-03-27 06:57:00
8188,367,2026-03-27 06:45:00,Jayanagar,MG Road,9.27,1.0,189.0,2026-03-27 07:12:00
8189,254,2026-03-27 07:00:00,Whitefield,Koramangala,20.54,1.5,537.0,2026-03-27 08:01:00
8190,142,2026-03-27 07:15:00,Jayanagar,Indiranagar,4.28,1.2,137.0,2026-03-27 07:27:00
8191,511,2026-03-27 07:30:00,Koramangala,Koramangala,12.48,1.0,237.0,2026-03-27 08:07:00
8192,111,2026-03-27 07:45:00,MG Road,MG Road,11.83,1.0,227.0,2026-03-27 08:20:00
8193,394,2026-03-27 08:00:00,Indiranagar,Jayanagar,3.68,1.2,126.0,2026-03-27 08:11:00
8194,198,2026-03-27 08:15:00,Jayanagar,Koramangala,11.45,1.2,266.0,2026-03-27 08:49:00
8195,527,2026-03-27 08:30:00,Indiranagar,Whitefield,13.81,1.0,257.0,2026-03-27 09:11:00
8196,375,2026-03-27 08:45:00,Indiranagar,MG Road,3.5,1.2,123.0,2026-03-27 08:55:00
8197,548,2026-03-27 09:00:00,MG Road,Koramangala,13.73,1.2,307.0,2026-03-27 09:41:00
8198,490,2026-03-27 09:15:00,Jayanagar,Koramangala,24.06,1.0,411.0,2026-03-27 10:27:00
8199,530,2026-03-27 09:30:00,Indiranagar,Jayanagar,24.52,1.5,627.0,2026-03-27 10:43:00
8200,472,2026-03-27 09:45:00,Koramangala,Jayanagar,14.23,1.0,263.0,2026-03-27 10:27:00
8201,330,2026-03-27 10:00:00,Whitefield,Jayanagar,13.85,1.0,258.0,2026-03-27 10:41:00
8202,469,2026-03-27 10:15:00,Whitefield,Indiranagar,8.57,1.0,179.0,2026-03-27 10:40:00
8203,526,2026-03-27 10:30:00,MG Road,MG Road,24.93,1.0,424.0,2026-03-27 11:44:00
8204,320,2026-03-27 10:45:00,Jayanagar,MG Road,8.31,1.0,175.0,2026-03-27 11:09:00
8205,165,2026-03-27 11:00:00,Jayanagar,Whitefield,12.42,1.2,284.0,2026-03-27 11:37:00
8206,455,2026-03-27 11:15:00,Whitefield,Whitefield,2.07,1.0,81.0,2026-03-27 11:21:00
8207,332,2026-03-27 11:30:00,Koramangala,MG Road,10.03,1.5,301.0,2026-03-27 12:00:00
8208,428,2026-03-27 11:45:00,Whitefield,Koramangala,3.64,1.2,126.0,2026-03-27 11:55:00
8209,543,2026-03-27 12:00:00,Whitefield,MG Road,19.11,1.0,337.0,2026-03-27 12:57:00
8210,152,2026-03-27 12:15:00,Jayanagar,Indiranagar,14.9,1.0,274.0,2026-03-27 12:59:00
8211,474,2026-03-27 12:30:00,Indiranagar,Whitefield,15.16,1.0,277.0,2026-03-27 13:15:00
8212,531,2026-03-27 12:45:00,Koramangala,Whitefield,8.59,1.0,179.0,2026-03-27 13:10:00
8213,476,2026-03-27 13:00:00,Jayanagar,Whitefield,20.74,1.0,361.0,2026-03-27 14:02:00
8214,363,2026-03-27 13:15:00,Whitefield,MG Road,2.08,1.0,81.0,2026-03-27 13:21:00
8215,367,2026-03-27 13:30:00,Indiranagar,Whitefield,9.67,1.0,195.0,2026-03-27 13:59:00
8216,459,2026-03-27 13:45:00,Koramangala,Whitefield,17.17,1.0,308.0,2026-03-27 14:36:00
8217,417,2026-03-27 14:00:00,MG Road,MG Road,22.88,1.0,393.0,2026-03-27 15:08:00
8218,424,2026-03-27 14:15:00,Koramangala,Koramangala,7.4,1.5,242.0,2026-03-27 14:37:00
8219,509,2026-03-27 14:30:00,Koramangala,Whitefield,14.45,1.0,267.0,2026-03-27 15:13:00
8220,496,2026-03-27 14:45:00,Whitefield,Whitefield,14.37,1.0,266.0,2026-03-27 15:28:00
8221,254,2026-03-27 15:00:00,Whitefield,Whitefield,22.11,1.0,382.0,2026-03-27 16:06:00
8222,458,2026-03-27 15:15:00,MG Road,Indiranagar,3.16,1.0,97.0,2026-03-27 15:24:00
8223,466,2026-03-27 15:30:00,MG Road,MG Road,11.76,1.2,272.0,2026-03-27 16:05:00
8224,240,2026-03-27 15:45:00,MG Road,Whitefield,6.2,1.0,143.0,2026-03-27 16:03:00
8225,527,2026-03-27 16:00:00,Jayanagar,Indiranagar,2.5,1.0,88.0,2026-03-27 16:07:00
8226,151,2026-03-27 16:15:00,Jayanagar,Koramangala,5.38,1.0,131.0,2026-03-27 16:31:00
8227,217,2026-03-27 16:30:00,Whitefield,Koramangala,24.46,1.0,417.0,2026-03-27 17:43:00
8228,521,2026-03-27 16:45:00,Whitefield,Indiranagar,6.94,1.0,154.0,2026-03-27 17:05:00
8229,146,2026-03-27 17:00:00,MG Road,Koramangala,23.51,1.0,403.0,2026-03-27 18:10:00
8230,409,2026-03-27 17:15:00,Jayanagar,Jayanagar,6.72,1.0,151.0,2026-03-27 17:35:00
8231,188,2026-03-27 17:30:00,Indiranagar,Koramangala,23.42,1.0,401.0,2026-03-27 18:40:00
8232,308,2026-03-27 17:45:00,Jayanagar,Jayanagar,17.06,2.0,612.0,2026-03-27 18:36:00
8233,477,2026-03-27 18:00:00,Whitefield,Indiranagar,4.6,1.0,119.0,2026-03-27 18:13:00
8234,369,2026-03-27 18:15:00,Jayanagar,Jayanagar,15.38,1.0,281.0,2026-03-27 19:01:00
8235,189,2026-03-27 18:30:00,Whitefield,Koramangala,9.33,1.2,228.0,2026-03-27 18:57:00
8236,481,2026-03-27 18:45:00,MG Road,Whitefield,10.81,1.2,255.0,2026-03-27 19:17:00
8237,218,2026-03-27 19:00:00,MG Road,Jayanagar,12.12,1.2,278.0,2026-03-27 19:36:00
8238,154,2026-03-27 19:15:00,MG Road,Koramangala,11.72,1.2,271.0,2026-03-27 19:50:00
8239,541,2026-03-27 19:30:00,Indiranagar,Whitefield,17.27,1.0,309.0,2026-03-27 20:21:00
8240,216,2026-03-27 19:45:00,Indiranagar,Indiranagar,19.67,1.0,345.0,2026-03-27 20:44:00
8241,218,2026-03-27 20:00:00,Whitefield,Indiranagar,9.57,1.5,290.0,2026-03-27 20:28:00
8242,360,2026-03-27 20:15:00,Koramangala,MG Road,23.26,1.5,598.0,2026-03-27 21:24:00
8243,175,2026-03-27 20:30:00,Indiranagar,Indiranagar,23.58,1.0,404.0,2026-03-27 21:40:00
8244,580,2026-03-27 20:45:00,Whitefield,MG Road,2.94,1.0,94.0,2026-03-27 20:53:00
8245,405,2026-03-27 21:00:00,Jayanagar,Indiranagar,2.34,1.2,102.0,2026-03-27 21:07:00
8246,107,2026-03-27 21:15:00,MG Road,Indiranagar,11.78,1.0,227.0,2026-03-27 21:50:00
8247,466,2026-03-27 21:30:00,MG Road,Indiranagar,15.58,1.5,426.0,2026-03-27 22:16:00
8248,222,2026-03-27 21:45:00,MG Road,MG Road,8.39,1.0,176.0,2026-03-27 22:10:00
8249,111,2026-03-27 22:00:00,Whitefield,MG Road,7.97,1.2,203.0,2026-03-27 22:23:00
8250,448,2026-03-27 22:15:00,MG Road,Jayanagar,17.6,1.0,314.0,2026-03-27 23:07:00
8251,538,2026-03-27 22:30:00,Indiranagar,Koramangala,15.84,1.0,288.0,2026-03-27 23:17:00
8252,589,2026-03-27 22:45:00,Jayanagar,Koramangala,5.84,1.0,138.0,2026-03-27 23:02:00
8253,315,2026-03-27 23:00:00,MG Road,Koramangala,22.34,1.0,385.0,2026-03-28 00:07:00
8254,529,2026-03-27 23:15:00,Whitefield,Indiranagar,17.64,1.0,315.0,2026-03-28 00:07:00
8255,379,2026-03-27 23:30:00,Jayanagar,Koramangala,10.34,1.5,308.0,2026-03-28 00:01:00
8256,598,2026-03-27 23:45:00,MG Road,MG Road,17.72,1.0,316.0,2026-03-28 00:38:00
8257,128,2026-03-28 00:00:00,Koramangala,Jayanagar,4.59,1.0,119.0,2026-03-28 00:13:00
8258,335,2026-03-28 00:15:00,MG Road,Whitefield,12.77,1.0,242.0,2026-03-28 00:53:00
8259,467,2026-03-28 00:30:00,Indiranagar,Jayanagar,5.89,1.2,166.0,2026-03-28 00:47:00
8260,413,2026-03-28 00:45:00,Jayanagar,Koramangala,2.95,1.0,94.0,2026-03-28 00:53:00
8261,126,2026-03-28 01:00:00,Indiranagar,Koramangala,9.78,2.0,393.0,2026-03-28 01:29:00
8262,509,2026-03-28 01:15:00,Koramangala,MG Road,5.47,1.2,158.0,2026-03-28 01:31:00
8263,154,2026-03-28 01:30:00,Koramangala,Jayanagar,16.57,1.5,448.0,2026-03-28 02:19:00
8264,129,2026-03-28 01:45:00,Indiranagar,MG Road,17.5,1.0,312.0,2026-03-28 02:37:00
8265,567,2026-03-28 02:00:00,Jayanagar,MG Road,5.42,1.2,158.0,2026-03-28 02:16:00
8266,453,2026-03-28 02:15:00,Koramangala,Whitefield,2.57,1.0,89.0,2026-03-28 02:22:00
8267,264,2026-03-28 02:30:00,Koramangala,MG Road,20.23,1.0,353.0,2026-03-28 03:30:00
8268,370,2026-03-28 02:45:00,MG Road,MG Road,2.05,1.0,81.0,2026-03-28 02:51:00
8269,434,2026-03-28 03:00:00,Whitefield,Whitefield,9.91,1.0,199.0,2026-03-28 03:29:00
8270,135,2026-03-28 03:15:00,Koramangala,Indiranagar,13.38,1.0,251.0,2026-03-28 03:55:00
8271,386,2026-03-28 03:30:00,Jayanagar,Indiranagar,20.83,1.0,362.0,2026-03-28 04:32:00
8272,448,2026-03-28 03:45:00,Jayanagar,Whitefield,21.29,1.0,369.0,2026-03-28 04:48:00
8273,373,2026-03-28 04:00:00,MG Road,MG Road,18.67,1.0,330.0,2026-03-28 04:56:00
8274,551,2026-03-28 04:15:00,Jayanagar,Koramangala,7.69,1.2,198.0,2026-03-28 04:38:00
8275,308,2026-03-28 04:30:00,MG Road,Jayanagar,18.56,2.0,657.0,2026-03-28 05:25:00
8276,338,2026-03-28 04:45:00,Koramangala,Koramangala,7.67,1.2,198.0,2026-03-28 05:08:00
8277,514,2026-03-28 05:00:00,Koramangala,Koramangala,6.94,1.0,154.0,2026-03-28 05:20:00
8278,193,2026-03-28 05:15:00,Koramangala,MG Road,14.58,1.0,269.0,2026-03-28 05:58:00
8279,273,2026-03-28 05:30:00,Koramangala,Jayanagar,17.61,1.0,314.0,2026-03-28 06:22:00
8280,179,2026-03-28 05:45:00,Whitefield,Jayanagar,3.22,1.0,98.0,2026-03-28 05:54:00
8281,210,2026-03-28 06:00:00,Whitefield,Indiranagar,3.38,2.0,201.0,2026-03-28 06:10:00
8282,317,2026-03-28 06:15:00,Koramangala,Whitefield,20.04,1.0,351.0,2026-03-28 07:15:00
8283,535,2026-03-28 06:30:00,Jayanagar,MG Road,21.77,1.5,565.0,2026-03-28 07:35:00
8284,458,2026-03-28 06:45:00,MG Road,Jayanagar,15.9,1.2,346.0,2026-03-28 07:32:00
8285,206,2026-03-28 07:00:00,Indiranagar,MG Road,11.86,1.2,273.0,2026-03-28 07:35:00
8286,147,2026-03-28 07:15:00,MG Road,Indiranagar,21.44,1.5,557.0,2026-03-28 08:19:00
8287,281,2026-03-28 07:30:00,Indiranagar,Koramangala,18.76,1.0,331.0,2026-03-28 08:26:00
8288,164,2026-03-28 07:45:00,Indiranagar,Jayanagar,15.33,1.0,280.0,2026-03-28 08:30:00
8289,346,2026-03-28 08:00:00,Koramangala,Indiranagar,9.35,1.5,285.0,2026-03-28 08:28:00
8290,344,2026-03-28 08:15:00,Indiranagar,MG Road,6.55,1.0,148.0,2026-03-28 08:34:00
8291,522,2026-03-28 08:30:00,Koramangala,Indiranagar,11.63,1.0,224.0,2026-03-28 09:04:00
8292,420,2026-03-28 08:45:00,Whitefield,Indiranagar,8.6,1.0,179.0,2026-03-28 09:10:00
8293,187,2026-03-28 09:00:00,Jayanagar,Indiranagar,9.8,1.2,236.0,2026-03-28 09:29:00
8294,317,2026-03-28 09:15:00,Indiranagar,Indiranagar,13.86,1.0,258.0,2026-03-28 09:56:00
8295,590,2026-03-28 09:30:00,Jayanagar,Indiranagar,5.89,1.5,208.0,2026-03-28 09:47:00
8296,107,2026-03-28 09:45:00,Koramangala,Indiranagar,20.54,1.0,358.0,2026-03-28 10:46:00
8297,378,2026-03-28 10:00:00,Indiranagar,Whitefield,5.35,1.2,156.0,2026-03-28 10:16:00
8298,437,2026-03-28 10:15:00,MG Road,MG Road,13.06,1.2,295.0,2026-03-28 10:54:00
8299,310,2026-03-28 10:30:00,Whitefield,Koramangala,19.16,1.0,337.0,2026-03-28 11:27:00
8300,597,2026-03-28 10:45:00,Whitefield,MG Road,13.16,1.0,247.0,2026-03-28 11:24:00
8301,269,2026-03-28 11:00:00,Indiranagar,Jayanagar,10.3,1.5,307.0,2026-03-28 11:30:00
8302,430,2026-03-28 11:15:00,Whitefield,Jayanagar,12.92,1.2,293.0,2026-03-28 11:53:00
8303,238,2026-03-28 11:30:00,MG Road,MG Road,21.52,1.2,447.0,2026-03-28 12:34:00
8304,541,2026-03-28 11:45:00,Jayanagar,Indiranagar,24.78,1.0,422.0,2026-03-28 12:59:00
8305,491,2026-03-28 12:00:00,MG Road,Whitefield,16.52,1.0,298.0,2026-03-28 12:49:00
8306,596,2026-03-28 12:15:00,Whitefield,Koramangala,20.25,1.0,354.0,2026-03-28 13:15:00
8307,481,2026-03-28 12:30:00,Jayanagar,Indiranagar,2.33,1.0,85.0,2026-03-28 12:36:00
8308,406,2026-03-28 12:45:00,MG Road,MG Road,22.25,1.2,460.0,2026-03-28 13:51:00
8309,330,2026-03-28 13:00:00,Koramangala,MG Road,23.94,1.0,409.0,2026-03-28 14:11:00
8310,575,2026-03-28 13:15:00,Koramangala,Whitefield,15.23,1.2,334.0,2026-03-28 14:00:00
8311,408,2026-03-28 13:30:00,Jayanagar,Whitefield,19.34,1.0,340.0,2026-03-28 14:28:00
8312,261,2026-03-28 13:45:00,Jayanagar,MG Road,13.79,1.0,257.0,2026-03-28 14:26:00
8313,101,2026-03-28 14:00:00,Jayanagar,Indiranagar,8.58,1.5,268.0,2026-03-28 14:25:00
8314,336,2026-03-28 14:15:00,Koramangala,Indiranagar,21.6,1.5,561.0,2026-03-28 15:19:00
8315,537,2026-03-28 14:30:00,MG Road,Indiranagar,15.73,1.5,429.0,2026-03-28 15:17:00
8316,288,2026-03-28 14:45:00,Jayanagar,Koramangala,15.33,1.5,420.0,2026-03-28 15:30:00
8317,518,2026-03-28 15:00:00,Koramangala,Koramangala,17.16,1.2,369.0,2026-03-28 15:51:00
8318,104,2026-03-28 15:15:00,Jayanagar,Indiranagar,21.69,1.5,563.0,2026-03-28 16:20:00
8319,501,2026-03-28 15:30:00,Jayanagar,MG Road,18.83,1.2,399.0,2026-03-28 16:26:00
8320,232,2026-03-28 15:45:00,Jayanagar,Whitefield,6.86,2.0,306.0,2026-03-28 16:05:00
8321,527,2026-03-28 16:00:00,Koramangala,Jayanagar,12.74,1.0,241.0,2026-03-28 16:38:00
8322,318,2026-03-28 16:15:00,MG Road,Whitefield,24.55,1.5,627.0,2026-03-28 17:28:00
8323,360,2026-03-28 16:30:00,Koramangala,Whitefield,14.75,1.0,271.0,2026-03-28 17:14:00
8324,101,2026-03-28 16:45:00,Koramangala,Jayanagar,23.58,1.0,404.0,2026-03-28 17:55:00
8325,171,2026-03-28 17:00:00,Jayanagar,Indiranagar,20.71,1.0,361.0,2026-03-28 18:02:00
8326,578,2026-03-28 17:15:00,Indiranagar,Whitefield,17.32,1.5,465.0,2026-03-28 18:06:00
8327,278,2026-03-28 17:30:00,Indiranagar,Jayanagar,10.04,1.0,201.0,2026-03-28 18:00:00
8328,557,2026-03-28 17:45:00,Indiranagar,MG Road,9.0,2.0,370.0,2026-03-28 18:12:00
8329,289,2026-03-28 18:00:00,Koramangala,MG Road,16.8,1.0,302.0,2026-03-28 18:50:00
8330,391,2026-03-28 18:15:00,Jayanagar,MG Road,11.95,1.0,229.0,2026-03-28 18:50:00
8331,108,2026-03-28 18:30:00,Indiranagar,Indiranagar,20.37,1.0,356.0,2026-03-28 19:31:00
8332,353,2026-03-28 18:45:00,Whitefield,Whitefield,19.49,1.0,342.0,2026-03-28 19:43:00
8333,508,2026-03-28 19:00:00,Whitefield,Whitefield,9.18,1.2,225.0,2026-03-28 19:27:00
8334,567,2026-03-28 19:15:00,Whitefield,Koramangala,18.16,1.2,387.0,2026-03-28 20:09:00
8335,392,2026-03-28 19:30:00,MG Road,MG Road,13.37,1.0,251.0,2026-03-28 20:10:00
8336,534,2026-03-28 19:45:00,Jayanagar,Indiranagar,9.44,1.0,192.0,2026-03-28 20:13:00
8337,344,2026-03-28 20:00:00,Koramangala,Jayanagar,11.5,1.0,222.0,2026-03-28 20:34:00
8338,223,2026-03-28 20:15:00,Koramangala,Indiranagar,22.59,1.5,583.0,2026-03-28 21:22:00
8339,399,2026-03-28 20:30:00,Jayanagar,Whitefield,10.27,1.0,204.0,2026-03-28 21:00:00
8340,383,2026-03-28 20:45:00,MG Road,MG Road,8.61,1.0,179.0,2026-03-28 21:10:00
8341,132,2026-03-28 21:00:00,Jayanagar,Koramangala,10.09,1.0,201.0,2026-03-28 21:30:00
8342,434,2026-03-28 21:15:00,MG Road,Indiranagar,6.94,1.5,231.0,2026-03-28 21:35:00
8343,477,2026-03-28 21:30:00,Indiranagar,Koramangala,14.53,1.0,268.0,2026-03-28 22:13:00
8344,246,2026-03-28 21:45:00,Indiranagar,Whitefield,5.39,1.0,131.0,2026-03-28 22:01:00
8345,256,2026-03-28 22:00:00,MG Road,Jayanagar,20.8,1.2,434.0,2026-03-28 23:02:00
8346,513,2026-03-28 22:15:00,Jayanagar,Indiranagar,7.19,2.0,316.0,2026-03-28 22:36:00
8347,116,2026-03-28 22:30:00,Indiranagar,Whitefield,15.76,1.2,344.0,2026-03-28 23:17:00
8348,455,2026-03-28 22:45:00,Jayanagar,MG Road,4.88,1.0,123.0,2026-03-28 22:59:00
8349,147,2026-03-28 23:00:00,Indiranagar,Indiranagar,24.5,1.0,418.0,2026-03-29 00:13:00
8350,351,2026-03-28 23:15:00,Jayanagar,Koramangala,12.46,2.0,474.0,2026-03-28 23:52:00
8351,287,2026-03-28 23:30:00,Jayanagar,Indiranagar,20.91,1.0,364.0,2026-03-29 00:32:00
8352,131,2026-03-28 23:45:00,Whitefield,Whitefield,19.68,1.0,345.0,2026-03-29 00:44:00
8353,360,2026-03-29 00:00:00,MG Road,Whitefield,18.41,1.0,326.0,2026-03-29 00:55:00
8354,521,2026-03-29 00:15:00,Koramangala,Koramangala,21.03,2.0,731.0,2026-03-29 01:18:00
8355,117,2026-03-29 00:30:00,MG Road,Whitefield,4.31,1.2,138.0,2026-03-29 00:42:00
8356,139,2026-03-29 00:45:00,Jayanagar,Indiranagar,17.61,1.2,377.0,2026-03-29 01:37:00
8357,404,2026-03-29 01:00:00,Jayanagar,Koramangala,8.11,1.0,172.0,2026-03-29 01:24:00
8358,530,2026-03-29 01:15:00,MG Road,Whitefield,20.08,1.0,351.0,2026-03-29 02:15:00
8359,574,2026-03-29 01:30:00,Jayanagar,Whitefield,24.01,1.0,410.0,2026-03-29 02:42:00
8360,532,2026-03-29 01:45:00,Indiranagar,Indiranagar,22.73,1.0,391.0,2026-03-29 02:53:00
8361,139,2026-03-29 02:00:00,Jayanagar,Whitefield,4.64,1.5,179.0,2026-03-29 02:13:00
8362,589,2026-03-29 02:15:00,MG Road,Indiranagar,10.5,1.0,208.0,2026-03-29 02:46:00
8363,232,2026-03-29 02:30:00,MG Road,MG Road,10.38,1.0,206.0,2026-03-29 03:01:00
8364,130,2026-03-29 02:45:00,MG Road,Indiranagar,4.81,1.5,183.0,2026-03-29 02:59:00
8365,258,2026-03-29 03:00:00,Whitefield,Jayanagar,4.26,1.0,114.0,2026-03-29 03:12:00
8366,378,2026-03-29 03:15:00,Whitefield,Whitefield,10.85,1.2,255.0,2026-03-29 03:47:00
8367,303,2026-03-29 03:30:00,Whitefield,MG Road,24.82,1.2,507.0,2026-03-29 04:44:00
8368,166,2026-03-29 03:45:00,Whitefield,Koramangala,15.09,1.5,415.0,2026-03-29 04:30:00
8369,208,2026-03-29 04:00:00,Whitefield,Jayanagar,16.3,1.5,442.0,2026-03-29 04:48:00
8370,368,2026-03-29 04:15:00,Whitefield,Koramangala,12.83,1.2,291.0,2026-03-29 04:53:00
8371,322,2026-03-29 04:30:00,Whitefield,Jayanagar,17.23,1.0,308.0,2026-03-29 05:21:00
8372,392,2026-03-29 04:45:00,MG Road,MG Road,24.0,1.0,410.0,2026-03-29 05:57:00
8373,118,2026-03-29 05:00:00,Koramangala,MG Road,15.54,1.5,425.0,2026-03-29 05:46:00
8374,190,2026-03-29 05:15:00,Whitefield,MG Road,3.5,1.0,102.0,2026-03-29 05:25:00
8375,281,2026-03-29 05:30:00,MG Road,Jayanagar,13.34,1.2,300.0,2026-03-29 06:10:00
8376,355,2026-03-29 05:45:00,Koramangala,Indiranagar,24.83,1.0,422.0,2026-03-29 06:59:00
8377,555,2026-03-29 06:00:00,Whitefield,Koramangala,10.91,1.0,214.0,2026-03-29 06:32:00
8378,353,2026-03-29 06:15:00,Koramangala,Indiranagar,15.66,1.0,285.0,2026-03-29 07:01:00
8379,357,2026-03-29 06:30:00,Koramangala,Indiranagar,4.45,1.0,117.0,2026-03-29 06:43:00
8380,483,2026-03-29 06:45:00,Indiranagar,Whitefield,5.25,2.0,258.0,2026-03-29 07:00:00
8381,542,2026-03-29 07:00:00,Jayanagar,Koramangala,22.12,1.5,573.0,2026-03-29 08:06:00
8382,446,2026-03-29 07:15:00,Indiranagar,Jayanagar,8.91,1.0,184.0,2026-03-29 07:41:00
8383,187,2026-03-29 07:30:00,Koramangala,Whitefield,9.03,1.2,223.0,2026-03-29 07:57:00
8384,190,2026-03-29 07:45:00,MG Road,Whitefield,10.91,1.0,214.0,2026-03-29 08:17:00
8385,337,2026-03-29 08:00:00,Whitefield,MG Road,24.23,1.5,620.0,2026-03-29 09:12:00
8386,490,2026-03-29 08:15:00,Jayanagar,Jayanagar,3.94,1.5,164.0,2026-03-29 08:26:00
8387,170,2026-03-29 08:30:00,Whitefield,Indiranagar,20.83,1.0,362.0,2026-03-29 09:32:00
8388,144,2026-03-29 08:45:00,MG Road,Indiranagar,9.86,1.0,198.0,2026-03-29 09:14:00
